time_stamp,AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.RawMaterialFeederParameter.U.Actual,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.RawMaterialFeederParameter.U.Actual,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.RawMaterialFeederParameter.U.Actual,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature1.U.Actual,FirstStage.CombinerOperation.Temperature2.U.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement0.U.Setpoint,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement1.U.Setpoint,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement2.U.Setpoint,Stage1.Output.Measurement3.U.Actual,Stage1.Output.Measurement3.U.Setpoint,Stage1.Output.Measurement4.U.Actual,Stage1.Output.Measurement4.U.Setpoint,Stage1.Output.Measurement5.U.Actual,Stage1.Output.Measurement5.U.Setpoint,Stage1.Output.Measurement6.U.Actual,Stage1.Output.Measurement6.U.Setpoint,Stage1.Output.Measurement7.U.Actual,Stage1.Output.Measurement7.U.Setpoint,Stage1.Output.Measurement8.U.Actual,Stage1.Output.Measurement8.U.Setpoint,Stage1.Output.Measurement9.U.Actual,Stage1.Output.Measurement9.U.Setpoint,Stage1.Output.Measurement10.U.Actual,Stage1.Output.Measurement10.U.Setpoint,Stage1.Output.Measurement11.U.Actual,Stage1.Output.Measurement11.U.Setpoint,Stage1.Output.Measurement12.U.Actual,Stage1.Output.Measurement12.U.Setpoint,Stage1.Output.Measurement13.U.Actual,Stage1.Output.Measurement13.U.Setpoint,Stage1.Output.Measurement14.U.Actual,Stage1.Output.Measurement14.U.Setpoint,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual,Stage2.Output.Measurement0.U.Actual,Stage2.Output.Measurement0.U.Setpoint,Stage2.Output.Measurement1.U.Actual,Stage2.Output.Measurement1.U.Setpoint,Stage2.Output.Measurement2.U.Actual,Stage2.Output.Measurement2.U.Setpoint,Stage2.Output.Measurement3.U.Actual,Stage2.Output.Measurement3.U.Setpoint,Stage2.Output.Measurement4.U.Actual,Stage2.Output.Measurement4.U.Setpoint,Stage2.Output.Measurement5.U.Actual,Stage2.Output.Measurement5.U.Setpoint,Stage2.Output.Measurement6.U.Actual,Stage2.Output.Measurement6.U.Setpoint,Stage2.Output.Measurement7.U.Actual,Stage2.Output.Measurement7.U.Setpoint,Stage2.Output.Measurement8.U.Actual,Stage2.Output.Measurement8.U.Setpoint,Stage2.Output.Measurement9.U.Actual,Stage2.Output.Measurement9.U.Setpoint,Stage2.Output.Measurement10.U.Actual,Stage2.Output.Measurement10.U.Setpoint,Stage2.Output.Measurement11.U.Actual,Stage2.Output.Measurement11.U.Setpoint,Stage2.Output.Measurement12.U.Actual,Stage2.Output.Measurement12.U.Setpoint,Stage2.Output.Measurement13.U.Actual,Stage2.Output.Measurement13.U.Setpoint,Stage2.Output.Measurement14.U.Actual,Stage2.Output.Measurement14.U.Setpoint
2019-03-06 12:07:59,16.63,23.77,11.54,200,963.0,247,1265.68,72.0,72.5,71.17,10.52,418.97,81.0,75.0,12.85,241,556.7,256,222.4,68.98,69.08,72.81,13.94,223.68,77.0,60.3,9.86,192,408.97,202,204.11,78.0,77.9,361.68,13.54,253.88,75.0,65.0,105.2,61.0,80.1,12.99,13.75,13.84,22.74,11.19,13.02,21.6,21.88,33.36,32.55,2.63,2.74,1.78,4.25,2.91,2.97,20.89,21.3,19.12,19.52,7.67,8.65,0.0,6.16,1.59,2.02,3.02,3.16,15.71,17.72,360.0,359.0,17.0,322.0,17.0,309.0,190.0,310.0,290.0,270.0,243.2,245.0,63.6,156.2,12.67,12.05,6.46,11.71,10.85,11,20.78,20.73,0.0,31.36,2.71,2.71,0.52,0.01,2.95,2.75,20.06,19.39,16.85,16.47,7.9,7.93,5.89,5.65,2.08,1.85,3.5,2.89,7.87,11.71
2019-03-06 12:08:11,16.63,23.77,11.54,200,963.0,247,1259.31,72.0,72.6,71.17,10.48,408.94,81.0,74.9,12.85,241,556.7,256,198.75,68.95,69.06,73.0,13.92,228.4,77.1,59.6,9.86,192,408.97,202,195.61,78.0,77.8,358.88,13.6,254.39,75.0,65.0,105.3,60.5,80.2,13.03,13.75,13.91,22.74,11.27,13.02,21.61,21.88,33.33,32.55,2.62,2.74,1.79,4.25,2.92,2.97,20.92,21.3,19.06,19.52,7.74,8.65,0.0,6.16,1.61,2.02,3.03,3.16,15.76,17.72,360.0,359.0,16.0,323.0,16.0,309.0,191.0,310.0,290.0,270.0,243.2,245.0,63.6,157.5,12.8,12.05,6.42,11.71,10.79,11,20.85,20.73,0.0,31.36,2.61,2.71,0.64,0.01,2.99,2.75,19.53,19.39,16.78,16.47,7.86,7.93,5.87,5.65,2.04,1.85,3.44,2.89,7.95,11.71
2019-03-06 12:08:12,16.63,23.77,11.54,200,963.0,247,1253.24,72.0,72.6,71.98,10.45,414.53,81.0,74.9,12.85,241,556.7,256,215.53,68.99,69.07,73.13,13.94,224.88,77.0,59.7,9.86,192,408.97,202,216.36,78.0,77.8,362.14,13.65,253.66,75.0,65.0,105.3,60.8,80.2,13.03,13.75,13.91,22.74,11.27,13.02,21.61,21.88,33.33,32.55,2.62,2.74,1.79,4.25,2.92,2.97,20.92,21.3,19.06,19.52,7.74,8.65,0.0,6.16,1.61,2.02,3.03,3.16,15.76,17.72,360.0,359.0,16.0,323.0,16.0,309.0,191.0,310.0,289.9,270.0,243.2,245.0,63.6,157.8,12.87,12.05,6.39,11.71,10.83,11,20.87,20.73,0.0,31.36,2.78,2.71,0.52,0.01,2.96,2.75,18.98,19.39,16.81,16.47,7.91,7.93,5.81,5.65,2.14,1.85,3.44,2.89,7.79,11.71
2019-03-06 12:08:55,16.63,23.67,11.54,200,963.0,247,1234.59,72.0,72.2,71.44,10.52,411.25,81.1,75.1,12.85,241,556.7,256,216.24,68.99,69.09,73.38,13.93,225.67,76.9,60.0,9.86,192,408.97,202,205.38,78.1,78.1,357.23,13.53,253.74,75.0,65.0,105.2,60.7,79.8,13.0,13.75,13.85,22.74,11.14,13.02,21.58,21.88,33.44,32.55,2.63,2.74,1.74,4.25,2.93,2.97,20.94,21.3,19.12,19.52,7.67,8.65,0.0,6.16,1.58,2.02,3.0,3.16,15.76,17.72,361.0,359.0,16.0,323.0,16.0,309.0,190.0,309.9,290.0,270.0,243.2,245.0,63.5,156.2,13.01,12.05,6.34,11.71,10.85,11,20.92,20.73,0.0,31.36,2.62,2.71,0.62,0.01,2.98,2.75,19.16,19.39,16.79,16.47,7.98,7.93,5.8,5.65,2.08,1.85,3.47,2.89,7.95,11.71
2019-03-06 12:08:56,16.63,23.67,11.54,200,963.0,247,1261.01,72.0,72.2,71.17,10.48,409.1,81.1,75.1,12.85,241,556.7,256,225.63,69.01,69.12,73.5,13.89,224.23,77.2,60.1,9.86,192,408.97,202,225.75,78.1,78.2,362.49,13.56,254.39,75.0,65.0,105.2,60.5,79.9,13.0,13.75,13.85,22.74,11.14,13.02,21.58,21.88,33.44,32.55,2.63,2.74,1.74,4.25,2.93,2.97,20.94,21.3,19.12,19.52,7.67,8.65,0.0,6.16,1.58,2.02,3.0,3.16,15.76,17.72,360.0,359.0,16.0,323.0,16.0,309.0,190.0,309.9,290.0,270.0,243.2,245.0,63.5,156.1,12.75,12.05,6.46,11.71,10.89,11,20.91,20.73,0.0,31.36,2.72,2.71,0.5,0.01,3.01,2.75,19.52,19.39,16.79,16.47,8.08,7.93,5.89,5.65,2.1,1.85,3.52,2.89,7.88,11.71
2019-03-06 12:08:57,16.63,23.67,11.54,200,963.0,247,1261.75,72.0,72.1,70.9,10.52,412.77,81.1,75.1,12.85,241,556.7,256,201.03,69.01,69.11,73.63,13.92,227.42,77.1,60.1,9.86,192,408.97,202,216.96,78.0,78.2,360.51,13.56,253.62,75.0,65.0,105.2,60.3,79.9,13.0,13.75,13.85,22.74,11.14,13.02,21.58,21.88,33.44,32.55,2.63,2.74,1.74,4.25,2.93,2.97,20.94,21.3,19.12,19.52,7.67,8.65,0.0,6.16,1.58,2.02,3.0,3.16,15.76,17.72,361.0,359.0,16.0,323.0,16.0,309.0,191.0,310.0,290.0,270.0,243.2,245.0,63.5,155.8,12.89,12.05,6.52,11.71,10.9,11,20.94,20.73,0.0,31.36,2.67,2.71,0.71,0.01,2.98,2.75,19.42,19.39,16.84,16.47,7.91,7.93,5.88,5.65,2.11,1.85,3.45,2.89,7.99,11.71
2019-03-06 12:10:38,16.63,23.67,11.54,200,963.0,247,1042.2,72.0,72.1,71.17,10.52,415.09,80.9,75.0,12.85,241,556.7,256,195.5,68.98,69.1,73.19,13.89,225.45,76.9,59.8,9.86,192,408.97,202,203.05,78.0,78.1,360.34,13.6,254.79,75.1,65.0,105.0,60.6,80.2,13.03,13.75,13.84,22.74,11.21,13.02,21.56,21.88,33.39,32.55,2.6,2.74,1.8,4.25,2.92,2.97,20.94,21.3,19.14,19.52,7.81,8.65,0.0,6.16,1.64,2.02,3.02,3.16,15.74,17.72,360.0,360.0,18.0,323.0,18.0,310.0,190.0,310.0,290.0,270.0,243.2,245.0,63.6,156.8,12.76,12.05,6.58,11.71,10.8,11,20.81,20.73,0.0,31.36,2.72,2.71,0.44,0.01,3.01,2.75,19.44,19.39,16.77,16.47,7.97,7.93,5.92,5.65,2.07,1.85,3.45,2.89,7.85,11.71
2019-03-06 12:10:39,16.63,23.67,11.54,200,963.0,247,1057.01,72.0,72.1,71.04,10.48,415.69,80.9,75.0,12.85,241,556.7,256,205.63,69.0,69.1,73.44,13.86,224.2,77.1,59.9,9.86,192,408.97,202,215.07,78.0,78.1,358.07,13.56,254.39,75.1,65.0,105.0,60.8,80.2,13.03,13.75,13.84,22.74,11.21,13.02,21.56,21.88,33.39,32.55,2.6,2.74,1.8,4.25,2.92,2.97,20.94,21.3,19.14,19.52,7.81,8.65,0.0,6.16,1.64,2.02,3.02,3.16,15.74,17.72,361.0,360.0,17.0,323.0,17.0,310.0,190.0,310.0,290.0,270.0,243.2,245.0,63.6,157.0,12.78,12.05,6.41,11.71,10.77,11,20.81,20.73,0.0,31.36,2.76,2.71,0.48,0.01,2.99,2.75,19.36,19.39,16.77,16.47,7.98,7.93,5.75,5.65,2.07,1.85,3.43,2.89,7.84,11.71
2019-03-06 12:10:40,16.63,23.67,11.54,200,963.0,247,1152.8,72.0,72.1,71.57,10.48,418.19,80.9,75.0,12.85,241,556.7,256,215.6,68.98,69.08,73.38,13.9,227.4,76.9,59.9,9.86,192,408.97,202,209.79,78.0,78.1,362.89,13.61,254.45,75.1,65.0,104.8,60.9,80.2,13.03,13.75,13.84,22.74,11.21,13.02,21.56,21.88,33.39,32.55,2.6,2.74,1.8,4.25,2.92,2.97,20.94,21.3,19.14,19.52,7.81,8.65,0.0,6.16,1.64,2.02,3.02,3.16,15.74,17.72,361.0,360.0,16.0,323.0,16.0,310.0,191.0,310.0,290.0,270.0,243.2,245.0,63.6,156.8,12.78,12.05,6.41,11.71,10.77,11,20.81,20.73,0.0,31.36,2.76,2.71,0.48,0.01,2.99,2.75,19.36,19.39,16.77,16.47,7.98,7.93,5.75,5.65,2.07,1.85,3.43,2.89,7.84,11.71
2019-03-06 12:11:01,16.63,23.67,11.54,200,963.0,247,1269.66,72.0,72.5,70.77,10.48,408.14,81.0,75.1,12.85,241,556.7,256,209.35,69.0,69.07,73.38,13.91,226.55,77.1,60.0,9.86,192,408.97,202,201.8,78.0,78.1,359.96,13.32,253.57,75.1,65.0,104.7,60.6,80.2,13.03,13.75,13.87,22.74,11.15,13.02,21.49,21.88,33.33,32.55,2.52,2.74,1.71,4.25,2.93,2.97,20.91,21.3,19.01,19.52,7.74,8.65,0.0,6.16,1.55,2.02,3.03,3.16,15.8,17.72,361.0,360.0,17.0,323.0,17.0,310.0,191.0,310.0,290.0,270.0,243.2,245.0,63.6,157.2,0.0,12.05,6.4,11.71,10.87,11,20.9,20.73,0.0,31.36,2.7,2.71,0.67,0.01,3.01,2.75,19.84,19.39,16.75,16.47,7.92,7.93,5.84,5.65,2.11,1.85,3.43,2.89,7.86,11.71
